 
********************************
*RESULT OF EIGEN VALUE ANALYSIS*
********************************
 
 NUMBER OF ITERATIONS = 16
 
   NO.   EIGENVALUE    ANGL.FREQUENCY FREQUENCY(HZ)
      3113  4.9563E-11 -9.0821E-12 -4.5697E-12  1.1662E-01 -9.5332E-05  1.7487E-10  2.0200E-01
      3114  1.0522E-10 -1.4930E-12  5.6025E-13  1.0465E-01 -2.7533E-04  1.9491E-10  1.8126E-01
      3115  3.5387E-11 -1.6440E-12 -2.2171E-12  9.5476E-02 -8.1076E-05  1.6659E-10  1.6537E-01
      3116  7.8526E-11  2.4307E-12  3.2977E-12  8.1465E-02 -2.1651E-04  1.9249E-10  1.4110E-01
      3117  1.3939E-11 -9.9676E-13  1.1277E-12  6.9002E-02 -4.0082E-05  1.3591E-10  1.1951E-01
      3118  5.2985E-11 -3.9892E-12  7.4511E-12  5.2997E-02 -9.6086E-05  1.1705E-10  9.1793E-02
      3119  2.7297E-11 -8.6589E-12  4.1966E-12  3.7089E-02 -1.7407E-04  4.4918E-11  6.4241E-02
      3120  2.5082E-11 -3.9717E-12  8.5301E-12  1.9117E-02 -4.3801E-04 -3.3504E-12  3.3120E-02
      3121  2.7876E-11 -5.3010E-14  1.0555E-11  1.7824E-02 -6.0882E-04 -2.4403E-12  3.0890E-02
      3151 -3.2480E+00 -1.8221E-01 -3.7626E-01  1.8804E-01 -9.6677E-03 -1.5288E-02  2.9914E+00
      3153 -3.0187E+00 -5.8860E-02 -1.1319E-01  1.6054E-01  8.3822E-03  2.2171E-02  2.9465E+00
      3155 -2.5567E+00 -1.0239E-02 -3.2437E-03  1.5628E-01 -3.5355E-03  3.0972E-03  2.5643E+00
      3157 -2.0814E+00 -1.5254E-03 -6.5872E-04  1.5149E-01 -2.1999E-04  1.4172E-03  2.0967E+00
      3159 -1.6294E+00  2.0666E-04 -2.0229E-04  1.4416E-01 -8.4966E-05  1.4037E-03  1.6484E+00
      3161 -1.2058E+00  8.1723E-04 -2.5050E-04  1.3272E-01 -1.1900E-04  1.3746E-03  1.2278E+00
      3163 -8.2389E-01  1.1996E-03 -2.9734E-04  1.1662E-01 -9.5332E-05  1.3340E-03  8.4873E-01
      3165 -4.9860E-01  1.5473E-03 -3.7765E-04  9.5476E-02 -8.1076E-05  1.2990E-03  5.2587E-01
      3167 -2.4573E-01  1.9941E-03 -4.3122E-04  6.9002E-02 -4.0082E-05  1.2821E-03  2.7398E-01
      3169 -8.1735E-02  2.2348E-03 -5.8769E-04  3.7089E-02 -1.7407E-04  1.1741E-03  1.0466E-01
      3171 -2.3394E-02  2.2864E-03 -5.7168E-04  1.7824E-02 -6.0882E-04  1.1790E-03  3.9403E-02
      3201 -3.2480E+00 -1.8221E-01 -3.7626E-01  1.8804E-01 -9.6677E-03 -1.5288E-02  2.9914E+00
      3202 -3.2449E+00 -1.4516E-01 -3.2591E-01  2.0703E-01  5.1910E-03  4.9932E-02  3.0359E+00
      3203 -3.0187E+00 -5.8860E-02 -1.1319E-01  1.6054E-01  8.3822E-03  2.2171E-02  2.9465E+00
      3204 -2.8037E+00 -1.8702E-02 -1.0241E-02  1.4990E-01 -8.3937E-03  5.4648E-03  2.8013E+00
      3205 -2.5567E+00 -1.0239E-02 -3.2437E-03  1.5628E-01 -3.5355E-03  3.0972E-03  2.5643E+00
      3206 -2.3127E+00 -2.3304E-03 -2.0138E-04  1.5050E-01 -7.5506E-04  1.6600E-03  2.3261E+00
      3207 -2.0814E+00 -1.5254E-03 -6.5872E-04  1.5149E-01 -2.1999E-04  1.4172E-03  2.0967E+00
      3208 -1.8504E+00 -3.2827E-04 -2.1349E-04  1.4509E-01 -2.6847E-04  1.6932E-03  1.8671E+00
      3209 -1.6294E+00  2.0666E-04 -2.0229E-04  1.4416E-01 -8.4966E-05  1.4037E-03  1.6484E+00
      3210 -1.4097E+00  5.1118E-04 -1.9168E-04  1.3608E-01 -3.8750E-04  1.6910E-03  1.4295E+00
      3211 -1.2058E+00  8.1723E-04 -2.5050E-04  1.3272E-01 -1.1900E-04  1.3746E-03  1.2278E+00
      3212 -1.0038E+00  8.6881E-04 -1.8886E-04  1.2275E-01 -3.1908E-04  1.6705E-03  1.0264E+00
      3213 -8.2389E-01  1.1996E-03 -2.9734E-04  1.1662E-01 -9.5332E-05  1.3340E-03  8.4873E-01
      3214 -6.4670E-01  1.1715E-03 -2.4078E-04  1.0465E-01 -2.7533E-04  1.6755E-03  6.7208E-01
      3215 -4.9860E-01  1.5473E-03 -3.7765E-04  9.5476E-02 -8.1076E-05  1.2990E-03  5.2587E-01
      3216 -3.5393E-01  1.4548E-03 -3.0148E-04  8.1465E-02 -2.1651E-04  1.6688E-03  3.8157E-01
      3217 -2.4573E-01  1.9941E-03 -4.3122E-04  6.9002E-02 -4.0082E-05  1.2821E-03  2.7398E-01
      3218 -1.4177E-01  2.0200E-03 -2.7037E-04  5.2997E-02 -9.6086E-05  1.7105E-03  1.6966E-01
      3219 -8.1735E-02  2.2348E-03 -5.8769E-04  3.7089E-02 -1.7407E-04  1.1741E-03  1.0466E-01
      3220 -2.6686E-02  1.9343E-03 -5.9822E-04  1.9117E-02 -4.3801E-04  1.5183E-03  4.3092E-02
      3221 -2.3394E-02  2.2864E-03 -5.7168E-04  1.7824E-02 -6.0882E-04  1.1790E-03  3.9403E-02
      4001  3.2960E+00  3.3373E-01  5.4766E-01  2.1014E-01  2.2345E-02 -1.0590E-01  2.8905E+00
      4002  3.2135E+00  1.4922E-01  2.7033E-01  1.5053E-01  3.8454E-02 -5.4305E-02  3.0190E+00
      4003  3.0156E+00  4.4578E-03  8.7883E-03  1.2274E-01  1.9874E-02 -9.6176E-04  3.0166E+00
      4004  2.8115E+00  2.4446E-02  1.2210E-02  1.6321E-01 -9.1778E-03  3.6826E-04  2.8075E+00
      4005  2.5557E+00  5.0871E-03  1.1493E-04  1.6107E-01 -2.1466E-03  1.7429E-03  2.5684E+00
      4006  2.3124E+00  3.0153E-03  6.7572E-04  1.5483E-01 -2.3798E-04  3.1384E-03  2.3261E+00
      4007  2.0804E+00  3.7651E-04  3.8038E-04  1.5217E-01 -5.9504E-05  3.0205E-03  2.0966E+00
      4008  1.8505E+00  9.6584E-05  3.5834E-04  1.4918E-01 -7.8779E-06  2.9972E-03  1.8683E+00
      4009  1.6279E+00 -4.8655E-04  1.8707E-04  1.4487E-01 -1.0475E-04  2.7770E-03  1.6473E+00
      4010  1.4099E+00 -7.5776E-04  2.3045E-04  1.3983E-01 -1.2647E-04  2.6846E-03  1.4308E+00
      4011  1.2035E+00 -9.4541E-04  2.6547E-04  1.3336E-01 -1.3769E-04  2.4772E-03  1.2258E+00
      4012  1.0040E+00 -1.1774E-03  2.9491E-04  1.2598E-01 -1.5888E-04  2.3454E-03  1.0279E+00
      4013  8.2090E-01 -1.2951E-03  3.5666E-04  1.1716E-01 -1.8419E-04  2.0386E-03  8.4608E-01
      4014  6.4706E-01 -1.5558E-03  3.7198E-04  1.0720E-01 -2.1554E-04  1.8333E-03  6.7375E-01
      4015  4.9478E-01 -1.6440E-03  4.5740E-04  9.5843E-02 -2.3409E-04  1.4511E-03  5.2246E-01
      4016  3.5436E-01 -1.9020E-03  4.6185E-04  8.3128E-02 -2.6983E-04  1.1759E-03  3.8318E-01
      4017  2.4103E-01 -2.0944E-03  5.6451E-04  6.9144E-02 -2.7149E-04  6.9004E-04  2.6984E-01
      4018  1.4230E-01 -2.6407E-03  5.1636E-04  5.3608E-02 -3.3711E-04  3.7707E-04  1.7082E-01
      4019  7.5986E-02 -2.0820E-03  5.7256E-04  3.7005E-02 -3.3888E-04 -2.5846E-04  1.0002E-01
      4020  2.6595E-02 -2.0001E-03  3.2871E-04  1.8553E-02 -8.2831E-04 -8.3973E-04  4.2348E-02
      4021  1.6809E-02 -2.9906E-03  5.1859E-04  1.5239E-02 -9.5044E-04 -5.0030E-04  3.2171E-02
      4101 -2.9385E-09 -5.8355E-10 -6.7966E-10  2.1014E-01  2.2345E-02  1.4099E-10  3.6603E-01
      4102 -4.3551E-09 -3.4097E-10 -3.3562E-10  1.5053E-01  3.8454E-02  9.9948E-11  2.6909E-01
      4103 -4.1723E-09 -6.4115E-11  9.2058E-12  1.2274E-01  1.9874E-02  1.7829E-10  2.1536E-01
      4104 -3.8049E-09 -2.4092E-11 -2.9597E-12  1.6321E-01 -9.1778E-03  2.3530E-10  2.8314E-01
      4105 -3.5655E-09 -1.4117E-11 -7.4078E-12  1.6107E-01 -2.1466E-03  2.4724E-10  2.7900E-01
      4106 -3.0380E-09 -1.5790E-12  1.0442E-11  1.5483E-01 -2.3798E-04  2.5439E-10  2.6818E-01
      4107 -2.7908E-09  6.2233E-12  2.1125E-11  1.5217E-01 -5.9504E-05  2.2548E-10  2.6356E-01
      4108 -2.3457E-09 -4.4139E-12  1.2376E-11  1.4918E-01 -7.8779E-06  2.0282E-10  2.5839E-01
      4109 -2.1454E-09 -1.0979E-11  5.8201E-12  1.4487E-01 -1.0475E-04  1.8688E-10  2.5092E-01
      4110 -1.7668E-09 -9.0556E-12  3.7913E-12  1.3983E-01 -1.2647E-04  1.8076E-10  2.4219E-01
      4111 -1.5890E-09 -1.1134E-11 -3.9776E-13  1.3336E-01 -1.3769E-04  1.7307E-10  2.3099E-01
      4112 -1.2410E-09 -1.1561E-11 -4.5539E-12  1.2598E-01 -1.5888E-04  1.6848E-10  2.1821E-01
      4113 -1.0816E-09 -9.5296E-12 -8.2832E-12  1.1716E-01 -1.8419E-04  1.5747E-10  2.0293E-01
      4114 -7.7089E-10 -6.4960E-12 -6.1323E-12  1.0720E-01 -2.1554E-04  1.5584E-10  1.8568E-01
      4115 -6.2629E-10 -2.0229E-12  4.3562E-12  9.5843E-02 -2.3409E-04  1.5641E-10  1.6601E-01
      4116 -3.3967E-10 -2.5141E-12  8.7609E-12  8.3128E-02 -2.6983E-04  1.5562E-10  1.4398E-01
      4117 -2.2236E-10 -2.1418E-12  1.8466E-11  6.9144E-02 -2.7149E-04  1.2321E-10  1.1976E-01
      4118  1.1088E-12 -3.9491E-12  3.1089E-11  5.3608E-02 -3.3711E-04  9.3963E-11  9.2854E-02
      4119  2.1518E-11 -5.2743E-12  1.9187E-11  3.7005E-02 -3.3888E-04  2.6965E-11  6.4097E-02
      4120  3.6687E-11  3.6631E-12  1.2346E-11  1.8553E-02 -8.2831E-04 -1.9210E-12  3.2167E-02
      4121  3.3464E-11  7.7844E-12  1.4605E-11  1.5239E-02 -9.5044E-04 -6.2015E-13  2.6446E-02
      4201 -3.2960E+00 -3.3373E-01 -5.4766E-01  2.1014E-01  2.2345E-02  1.0590E-01  2.8905E+00
      4202 -3.2135E+00 -1.4922E-01 -2.7033E-01  1.5053E-01  3.8454E-02  5.4305E-02  3.0190E+00
      4203 -3.0156E+00 -4.4578E-03 -8.7883E-03  1.2274E-01  1.9874E-02  9.6176E-04  3.0166E+00
      4204 -2.8115E+00 -2.4446E-02 -1.2210E-02  1.6321E-01 -9.1778E-03 -3.6826E-04  2.8075E+00
      4205 -2.5557E+00 -5.0871E-03 -1.1493E-04  1.6107E-01 -2.1466E-03 -1.7429E-03  2.5684E+00
      4206 -2.3124E+00 -3.0153E-03 -6.7572E-04  1.5483E-01 -2.3798E-04 -3.1384E-03  2.3261E+00
      4207 -2.0804E+00 -3.7651E-04 -3.8038E-04  1.5217E-01 -5.9504E-05 -3.0205E-03  2.0966E+00
      4208 -1.8505E+00 -9.6584E-05 -3.5834E-04  1.4918E-01 -7.8779E-06 -2.9972E-03  1.8683E+00
      4209 -1.6279E+00  4.8655E-04 -1.8707E-04  1.4487E-01 -1.0475E-04 -2.7770E-03  1.6473E+00
      4210 -1.4099E+00  7.5776E-04 -2.3045E-04  1.3983E-01 -1.2647E-04 -2.6846E-03  1.4308E+00
      4211 -1.2035E+00  9.4541E-04 -2.6547E-04  1.3336E-01 -1.3769E-04 -2.4772E-03  1.2258E+00
      4212 -1.0040E+00  1.1774E-03 -2.9491E-04  1.2598E-01 -1.5888E-04 -2.3454E-03  1.0279E+00
      4213 -8.2090E-01  1.2951E-03 -3.5666E-04  1.1716E-01 -1.8419E-04 -2.0386E-03  8.4608E-01
      4214 -6.4706E-01  1.5558E-03 -3.7198E-04  1.0720E-01 -2.1554E-04 -1.8333E-03  6.7375E-01
      4215 -4.9478E-01  1.6440E-03 -4.5740E-04  9.5843E-02 -2.3409E-04 -1.4511E-03  5.2246E-01
      4216 -3.5436E-01  1.9020E-03 -4.6185E-04  8.3128E-02 -2.6983E-04 -1.1759E-03  3.8318E-01
      4217 -2.4103E-01  2.0944E-03 -5.6451E-04  6.9144E-02 -2.7149E-04 -6.9004E-04  2.6984E-01
      4218 -1.4230E-01  2.6407E-03 -5.1636E-04  5.3608E-02 -3.3711E-04 -3.7707E-04  1.7082E-01
      4219 -7.5986E-02  2.0820E-03 -5.7256E-04  3.7005E-02 -3.3888E-04  2.5846E-04  1.0002E-01
      4220 -2.6595E-02  2.0001E-03 -3.2871E-04  1.8553E-02 -8.2831E-04  8.3973E-04  4.2348E-02
      4221 -1.6809E-02  2.9906E-03 -5.1859E-04  1.5239E-02 -9.5044E-04  5.0030E-04  3.2171E-02
      5001  3.2135E+00  1.4922E-01  2.7033E-01  1.5053E-01  3.8454E-02 -5.4305E-02  3.0190E+00
      5002  3.1309E+00 -3.5291E-02 -7.0027E-03  9.0907E-02  5.4563E-02 -2.7066E-03  3.1575E+00
      5003  2.9180E+00  4.5337E-03  5.8055E-03  1.3911E-01  1.2069E-02 -6.5668E-04  2.9229E+00
      5004  2.7229E+00  4.6854E-03 -1.6009E-04  1.7186E-01 -3.5408E-03 -4.6528E-05  2.7369E+00
      5005  2.4492E+00  3.5720E-03  3.9712E-04  1.6051E-01 -1.3389E-03  2.0767E-03  2.4630E+00
      5006  2.2362E+00  5.4170E-04  9.6149E-04  1.5938E-01  2.7636E-04  2.7443E-03  2.2525E+00
      5007  1.9791E+00  2.4496E-04  5.5939E-04  1.5258E-01  8.6869E-05  2.9129E-03  1.9963E+00
      5008  1.7766E+00 -1.8149E-05  9.1740E-04  1.5341E-01  3.7961E-04  2.6977E-03  1.7959E+00
      5009  1.5321E+00 -5.1122E-04  4.5943E-04  1.4435E-01  4.2226E-05  2.6890E-03  1.5524E+00
      5010  1.3406E+00 -5.6056E-04  1.0041E-03  1.4332E-01  3.3618E-04  2.5130E-03  1.3632E+00
      5011  1.1162E+00 -9.7176E-04  5.3132E-04  1.3176E-01  6.1433E-06  2.4012E-03  1.1395E+00
      5012  9.4158E-01 -1.0245E-03  1.0630E-03  1.2856E-01  2.9382E-04  2.2493E-03  9.6755E-01
      5013  7.4523E-01 -1.3787E-03  6.0233E-04  1.1432E-01 -4.5754E-05  1.9719E-03  7.7147E-01
      5014  5.9389E-01 -1.5457E-03  1.0937E-03  1.0864E-01  2.3113E-04  1.8385E-03  6.2322E-01
      5015  4.3421E-01 -1.7833E-03  6.7246E-04  9.1634E-02 -1.0284E-04  1.3968E-03  4.6284E-01
      5016  3.1306E-01 -2.0618E-03  1.1026E-03  8.3214E-02  1.5966E-04  1.2882E-03  3.4510E-01
      5017  1.9922E-01 -2.4477E-03  7.1177E-04  6.3477E-02 -1.7152E-04  6.8078E-04  2.2832E-01
      5018  1.1559E-01 -3.1544E-03  1.0063E-03  5.2142E-02  2.8426E-05  6.6224E-04  1.4759E-01
      5019  5.6260E-02 -2.3849E-03  5.5457E-04  2.9750E-02 -5.4273E-04 -3.3907E-04  7.7019E-02
      5020  1.6809E-02 -2.9906E-03  5.1859E-04  1.5239E-02 -9.5044E-04 -5.0030E-04  3.2171E-02
      5021  1.6809E-02 -2.9906E-03  5.1859E-04  1.5239E-02 -9.5044E-04 -5.0030E-04  3.2171E-02
      5051  3.2135E+00  1.4922E-01  2.7033E-01  1.5053E-01  3.8454E-02 -5.4305E-02  3.0190E+00
      5053  2.9180E+00  4.5337E-03  5.8055E-03  1.3911E-01  1.2069E-02 -6.5668E-04  2.9229E+00
      5055  2.4492E+00  3.5720E-03  3.9712E-04  1.6051E-01 -1.3389E-03  2.0767E-03  2.4630E+00
      5057  1.9791E+00  2.4496E-04  5.5939E-04  1.5258E-01  8.6869E-05  2.9129E-03  1.9963E+00
      5059  1.5321E+00 -5.1122E-04  4.5943E-04  1.4435E-01  4.2226E-05  2.6890E-03  1.5524E+00
      5061  1.1162E+00 -9.7176E-04  5.3132E-04  1.3176E-01  6.1433E-06  2.4012E-03  1.1395E+00
      5063  7.4523E-01 -1.3787E-03  6.0233E-04  1.1432E-01 -4.5754E-05  1.9719E-03  7.7147E-01
      5065  4.3421E-01 -1.7833E-03  6.7246E-04  9.1634E-02 -1.0284E-04  1.3968E-03  4.6284E-01
      5067  1.9922E-01 -2.4477E-03  7.1177E-04  6.3477E-02 -1.7152E-04  6.8078E-04  2.2832E-01
      5069  5.6260E-02 -2.3849E-03  5.5457E-04  2.9750E-02 -5.4273E-04 -3.3907E-04  7.7019E-02
      5071  1.6809E-02 -2.9906E-03  5.1859E-04  1.5239E-02 -9.5044E-04 -5.0030E-04  3.2171E-02
      5101 -4.3551E-09 -3.4097E-10 -3.3562E-10  1.5053E-01  3.8454E-02  9.9948E-11  2.6909E-01
      5102 -5.7716E-09 -9.8401E-11  8.4298E-12  9.0907E-02  5.4563E-02  5.8907E-11  1.8364E-01
      5103 -4.4605E-09 -4.8862E-11  8.3681E-13  1.3911E-01  1.2069E-02  1.7650E-10  2.4185E-01
      5104 -5.0369E-09 -1.8354E-11 -1.5901E-11  1.7186E-01 -3.5408E-03  1.7293E-10  2.9773E-01
      5105 -3.7043E-09 -7.1707E-12  1.6612E-12  1.6051E-01 -1.3389E-03  2.2724E-10  2.7802E-01
      5106 -3.9818E-09  6.7215E-12  1.9799E-11  1.5938E-01  2.7636E-04  1.8724E-10  2.7606E-01
      5107 -2.8911E-09 -7.0211E-13  1.4850E-11  1.5258E-01  8.6869E-05  1.9763E-10  2.6428E-01
      5108 -3.0916E-09 -1.4553E-11  2.3006E-12  1.5341E-01  3.7961E-04  1.4192E-10  2.6571E-01
      5109 -2.2084E-09 -1.0888E-11  3.2944E-12  1.4435E-01  4.2226E-05  1.6781E-10  2.5003E-01
      5110 -2.3343E-09 -1.0707E-11 -1.7571E-12  1.4332E-01  3.3618E-04  1.2967E-10  2.4824E-01
      5111 -1.6055E-09 -1.1276E-11 -3.6216E-12  1.3176E-01  6.1432E-06  1.5554E-10  2.2822E-01
      5112 -1.6384E-09 -1.1560E-11 -1.0069E-11  1.2856E-01  2.9382E-04  1.2048E-10  2.2268E-01
      5113 -1.0601E-09 -8.1841E-12 -7.4446E-12  1.1432E-01 -4.5754E-05  1.4405E-10  1.9801E-01
      5114 -1.0171E-09 -5.4932E-12 -5.7675E-12  1.0864E-01  2.3113E-04  1.1722E-10  1.8818E-01
      5115 -5.6547E-10 -3.5071E-12  3.9181E-12  9.1634E-02 -1.0284E-04  1.4282E-10  1.5871E-01
      5116 -4.4382E-10 -6.4757E-12  3.0419E-12  8.3214E-02  1.5966E-04  1.1564E-10  1.4413E-01
      5117 -1.4720E-10 -4.7913E-12  2.1740E-11  6.3477E-02 -1.7152E-04  1.0119E-10  1.0995E-01
      5118  3.1260E-12 -1.0090E-11  2.8287E-11  5.2142E-02  2.8426E-05  5.7152E-11  9.0313E-02
      5119  2.5500E-11 -9.2137E-13  1.7659E-11  2.9750E-02 -5.4273E-04  1.7770E-11  5.1536E-02
      5120  3.3464E-11  7.7844E-12  1.4605E-11  1.5239E-02 -9.5044E-04 -6.2015E-13  2.6446E-02
      5121  3.3464E-11  7.7844E-12  1.4605E-11  1.5239E-02 -9.5044E-04 -6.2015E-13  2.6446E-02
      5151 -3.2135E+00 -1.4922E-01 -2.7033E-01  1.5053E-01  3.8454E-02  5.4305E-02  3.0190E+00
      5153 -2.9180E+00 -4.5337E-03 -5.8055E-03  1.3911E-01  1.2069E-02  6.5668E-04  2.9229E+00
      5155 -2.4492E+00 -3.5720E-03 -3.9712E-04  1.6051E-01 -1.3389E-03 -2.0767E-03  2.4630E+00
      5157 -1.9791E+00 -2.4496E-04 -5.5939E-04  1.5258E-01  8.6869E-05 -2.9129E-03  1.9963E+00
      5159 -1.5321E+00  5.1122E-04 -4.5943E-04  1.4435E-01  4.2226E-05 -2.6890E-03  1.5524E+00
      5161 -1.1162E+00  9.7176E-04 -5.3132E-04  1.3176E-01  6.1432E-06 -2.4012E-03  1.1395E+00
      5163 -7.4523E-01  1.3787E-03 -6.0233E-04  1.1432E-01 -4.5754E-05 -1.9719E-03  7.7147E-01
      5165 -4.3421E-01  1.7833E-03 -6.7246E-04  9.1634E-02 -1.0284E-04 -1.3968E-03  4.6284E-01
      5167 -1.9922E-01  2.4477E-03 -7.1177E-04  6.3477E-02 -1.7152E-04 -6.8078E-04  2.2832E-01
      5169 -5.6260E-02  2.3849E-03 -5.5457E-04  2.9750E-02 -5.4273E-04  3.3907E-04  7.7019E-02
      5171 -1.6809E-02  2.9906E-03 -5.1859E-04  1.5239E-02 -9.5044E-04  5.0030E-04  3.2171E-02
      5201 -3.2135E+00 -1.4922E-01 -2.7033E-01  1.5053E-01  3.8454E-02  5.4305E-02  3.0190E+00
      5202 -3.1309E+00  3.5291E-02  7.0027E-03  9.0907E-02  5.4563E-02  2.7066E-03  3.1575E+00
      5203 -2.9180E+00 -4.5337E-03 -5.8055E-03  1.3911E-01  1.2069E-02  6.5668E-04  2.9229E+00
      5204 -2.7229E+00 -4.6854E-03  1.6009E-04  1.7186E-01 -3.5408E-03  4.6529E-05  2.7369E+00
      5205 -2.4492E+00 -3.5720E-03 -3.9712E-04  1.6051E-01 -1.3389E-03 -2.0767E-03  2.4630E+00
      5206 -2.2362E+00 -5.4170E-04 -9.6149E-04  1.5938E-01  2.7636E-04 -2.7443E-03  2.2525E+00
      5207 -1.9791E+00 -2.4496E-04 -5.5939E-04  1.5258E-01  8.6869E-05 -2.9129E-03  1.9963E+00
      5208 -1.7766E+00  1.8149E-05 -9.1740E-04  1.5341E-01  3.7961E-04 -2.6977E-03  1.7959E+00
      5209 -1.5321E+00  5.1122E-04 -4.5943E-04  1.4435E-01  4.2226E-05 -2.6890E-03  1.5524E+00
      5210 -1.3406E+00  5.6056E-04 -1.0041E-03  1.4332E-01  3.3618E-04 -2.5130E-03  1.3632E+00
      5211 -1.1162E+00  9.7176E-04 -5.3132E-04  1.3176E-01  6.1432E-06 -2.4012E-03  1.1395E+00
      5212 -9.4158E-01  1.0245E-03 -1.0630E-03  1.2856E-01  2.9382E-04 -2.2493E-03  9.6755E-01
      5213 -7.4523E-01  1.3787E-03 -6.0233E-04  1.1432E-01 -4.5754E-05 -1.9719E-03  7.7147E-01
      5214 -5.9389E-01  1.5457E-03 -1.0937E-03  1.0864E-01  2.3113E-04 -1.8385E-03  6.2322E-01
      5215 -4.3421E-01  1.7833E-03 -6.7246E-04  9.1634E-02 -1.0284E-04 -1.3968E-03  4.6284E-01
      5216 -3.1306E-01  2.0618E-03 -1.1026E-03  8.3214E-02  1.5966E-04 -1.2882E-03  3.4510E-01
      5217 -1.9922E-01  2.4477E-03 -7.1177E-04  6.3477E-02 -1.7152E-04 -6.8078E-04  2.2832E-01
      5218 -1.1559E-01  3.1544E-03 -1.0063E-03  5.2142E-02  2.8426E-05 -6.6224E-04  1.4759E-01
      5219 -5.6260E-02  2.3849E-03 -5.5457E-04  2.9750E-02 -5.4273E-04  3.3907E-04  7.7019E-02
      5220 -1.6809E-02  2.9906E-03 -5.1859E-04  1.5239E-02 -9.5044E-04  5.0030E-04  3.2171E-02
      5221 -1.6809E-02  2.9906E-03 -5.1859E-04  1.5239E-02 -9.5044E-04  5.0030E-04  3.2171E-02
 ##### Local Summary :Max/IdMax/Min/IdMin####
   //U1   6.8195E-03      2021 -6.8195E-03      2221
   //U2   9.9310E-02      1021  0.0000E+00      1001
   //U3   2.3799E-04      5203 -2.3799E-04      5003
   //E11  7.8590E-04      5002 -7.8590E-04      5202
   //E22  2.4312E-04      5202 -2.4312E-04      5002
   //E33  2.3392E-04      5202 -2.3392E-04      5002
   //E12  1.3659E-04      4201  9.9052E-06      4021
   //E23  3.5466E-05      5002 -2.5600E-05      1001
   //E13  9.4725E-05      1001 -9.4725E-05      1151
   //S11  3.2960E+00      4001 -3.2960E+00      4201
   //S22  3.3373E-01      4001 -3.3373E-01      4201
   //S33  5.4766E-01      4001 -5.4766E-01      4201
   //S12  2.1014E-01      4201  1.5239E-02      4021
   //S23  5.4563E-02      5002 -3.9385E-02      1001
   //S13  1.4573E-01      1001 -1.4573E-01      1151
   //SMS  3.1575E+00      5202  2.6446E-02      4121
 ##### @Element :Max/IdMax/Min/IdMin####
   //E11  7.9389E-04      1002 -7.9389E-04      1102
   //E22  2.5820E-04      1102 -2.5820E-04      1002
   //E33  2.3392E-04      3102 -2.3392E-04      3002
   //E12  1.3659E-04      3101  9.9052E-06      3020
   //E23  3.5466E-05      3002 -2.5600E-05      1001
   //E13  9.4725E-05      1001 -9.4725E-05      1101
   //S11  3.2960E+00      3001 -3.2960E+00      3101
   //S22  3.3373E-01      3001 -3.3373E-01      3101
   //S33  5.4766E-01      3001 -5.4766E-01      3101
   //S12  2.1014E-01      3101  1.5239E-02      3020
   //S23  5.4563E-02      3002 -3.9385E-02      1001
   //S13  1.4573E-01      1001 -1.4573E-01      1101
   //SMS  3.3829E+00      1002  3.4499E-04      3120
 ##### Global Summary :Max/Min####
   //U1   6.8195E-03 -6.8195E-03
   //U2   9.9310E-02  0.0000E+00
   //U3   2.3799E-04 -2.3799E-04
   //E11  7.8590E-04 -7.8590E-04
   //E22  2.4312E-04 -2.4312E-04
   //E33  2.3392E-04 -2.3392E-04
   //E12  1.3659E-04  9.9052E-06
   //E23  3.5466E-05 -2.5600E-05
   //E13  9.4725E-05 -9.4725E-05
   //S11  3.2960E+00 -3.2960E+00
   //S22  3.3373E-01 -3.3373E-01
   //S33  5.4766E-01 -5.4766E-01
   //S12  2.1014E-01  1.5239E-02
   //S23  5.4563E-02 -3.9385E-02
   //S13  1.4573E-01 -1.4573E-01
   //SMS  3.1575E+00  2.6446E-02
 ##### @Element :Max/Min####
   //E11  7.9389E-04 -7.9389E-04
   //E22  2.5820E-04 -2.5820E-04
   //E33  2.3392E-04 -2.3392E-04
   //E12  1.3659E-04  9.9052E-06
   //E23  3.5466E-05 -2.5600E-05
   //E13  9.4725E-05 -9.4725E-05
   //S11  3.2960E+00 -3.2960E+00
   //S22  3.3373E-01 -3.3373E-01
   //S33  5.4766E-01 -5.4766E-01
   //S12  2.1014E-01  1.5239E-02
   //S23  5.4563E-02 -3.9385E-02
   //S13  1.4573E-01 -1.4573E-01
   //SMS  3.3829E+00  3.4499E-04

 Mode No.     2

 #### DISPLACEMENT 3D
    NODE     X-DISP      Y-DISP      Z-DISP
---------+-----------+-----------+------------
      1001  0.0000E+00  0.0000E+00  0.0000E+00
      1002  0.7673E-03  0.2520E-03  0.4354E-03
      1003  0.1559E-02  0.2189E-03  0.1639E-02
      1004  0.2277E-02  0.2102E-03  0.3617E-02
      1005  0.2950E-02  0.1923E-03  0.6302E-02
      1006  0.3552E-02  0.1718E-03  0.9603E-02
      1007  0.4108E-02  0.1569E-03  0.1350E-01
      1008  0.4594E-02  0.1379E-03  0.1790E-01
      1009  0.5035E-02  0.1223E-03  0.2278E-01
      1010  0.5409E-02  0.1045E-03  0.2804E-01
      1011  0.5741E-02  0.9024E-04  0.3368E-01
      1012  0.6012E-02  0.7404E-04  0.3960E-01
      1013  0.6244E-02  0.6125E-04  0.4578E-01
      1014  0.6422E-02  0.4722E-04  0.5215E-01
      1015  0.6568E-02  0.3649E-04  0.5869E-01
      1016  0.6669E-02  0.2527E-04  0.6533E-01
