 
********************************
*RESULT OF EIGEN VALUE ANALYSIS*
********************************
 
 NUMBER OF ITERATIONS = 16
 
   NO.   EIGENVALUE    ANGL.FREQUENCY FREQUENCY(HZ)
   ---   ----------    -------------- -------------
    1   0.510280E+09   0.225894E+05   0.359521E+04
    2   0.510935E+09   0.226039E+05   0.359752E+04
    3   0.183397E+11   0.135424E+06   0.215534E+05


 Mode No.     1

 #### DISPLACEMENT 3D
    NODE     X-DISP      Y-DISP      Z-DISP
---------+-----------+-----------+------------
      4108  1.9648E-03 -5.8962E-04 -5.7978E-04 -2.2881E-04 -9.3804E-06  9.7052E-04
      4109  2.3927E-03 -7.1312E-04 -7.1215E-04 -2.0058E-04  2.4462E-06  7.0272E-04
      4110  2.8169E-03 -8.4366E-04 -8.3365E-04 -1.0649E-04 -1.9994E-06  4.5776E-04
      4111  2.9750E-03 -8.9140E-04 -8.8224E-04 -5.4365E-05  3.4438E-06  1.4063E-04
      4112  3.0234E-03 -9.0456E-04 -8.9619E-04  2.0072E-05  4.6906E-06 -7.7166E-05
      4113  2.9151E-03 -8.7668E-04 -8.6257E-04  8.2509E-05  3.4825E-06 -3.7414E-04
      4114  2.6279E-03 -7.8565E-04 -7.8092E-04  1.2395E-04  9.3557E-06 -5.2104E-04
      4115  2.3153E-03 -6.9887E-04 -6.8458E-04  1.7895E-04  2.5319E-06 -7.2304E-04
      4116  1.8113E-03 -5.4135E-04 -5.4166E-04  1.7944E-04  1.0800E-05 -7.6444E-04
      4117  1.4096E-03 -4.2757E-04 -4.1854E-04  2.0819E-04  7.7105E-07 -8.0457E-04
      4118  8.7342E-04 -2.6209E-04 -2.6811E-04  1.6728E-04  7.8677E-06 -7.2196E-04
      4119  5.4041E-04 -1.6613E-04 -1.6564E-04  1.5115E-04 -3.9298E-07 -5.5641E-04
      4120  1.8738E-04 -6.0981E-05 -6.1594E-05  7.7869E-05 -1.2659E-06 -3.4328E-04
      4121  1.1084E-04 -4.4184E-05 -3.5806E-05  7.1202E-05 -1.1577E-05 -1.7641E-04
      4151 -1.2983E-03  1.0870E-04  1.8664E-04 -1.7904E-04  1.1013E-04  2.0666E-03
      4152 -2.4458E-03  3.7179E-04  7.0321E-04 -3.1012E-04  9.2939E-05  1.9800E-03
      4153 -2.1841E-03  4.9562E-04  7.4404E-04 -2.3051E-04  7.8577E-06  1.7489E-03
      4154 -1.1649E-03  3.5057E-04  3.6748E-04 -3.7024E-04 -1.0842E-05  1.6726E-03
      4155 -5.8141E-04  1.6946E-04  1.8031E-04 -3.2601E-04 -1.4278E-06  1.5399E-03
      4156  3.4763E-04 -1.1294E-04 -8.2161E-05 -2.9055E-04  1.7949E-05  1.3725E-03
      4157  8.2574E-04 -2.5129E-04 -2.3769E-04 -2.5659E-04 -7.5031E-06  1.1744E-03
      4158  1.5397E-03 -4.6734E-04 -4.4165E-04 -2.0648E-04  8.0897E-06  9.6048E-04
      4159  1.8614E-03 -5.6139E-04 -5.4680E-04 -1.6091E-04 -1.1150E-05  6.8031E-04
      4160  2.2807E-03 -6.8719E-04 -6.6873E-04 -9.6967E-05 -1.9005E-08  4.3392E-04
      4161  2.4087E-03 -7.2494E-04 -7.1119E-04 -4.8752E-05 -1.2185E-05  1.2487E-04
      4162  2.4927E-03 -7.4826E-04 -7.3947E-04  1.7024E-05 -7.2465E-06 -1.0831E-04
      4163  2.4270E-03 -7.2934E-04 -7.1932E-04  5.7907E-05 -1.0444E-05 -3.7932E-04
      4164  2.2032E-03 -6.5914E-04 -6.6102E-04  1.1134E-04 -1.1631E-05 -5.5053E-04
      4165  1.9858E-03 -5.9555E-04 -5.9182E-04  1.3506E-04 -5.8395E-06 -7.1549E-04
      4166  1.5522E-03 -4.6246E-04 -4.7376E-04  1.6291E-04 -1.1582E-05 -7.8242E-04
      4167  1.2641E-03 -3.7764E-04 -3.8161E-04  1.6159E-04  1.2352E-06 -7.8385E-04
      4168  7.8005E-04 -2.3114E-04 -2.4788E-04  1.5360E-04 -6.8364E-06 -7.1759E-04
      4169  5.3285E-04 -1.5815E-04 -1.6758E-04  1.2036E-04  9.7719E-06 -5.2671E-04
      4170  1.8327E-04 -5.5353E-05 -6.3094E-05  6.7668E-05  2.9665E-06 -3.2316E-04
      4171  1.5101E-04 -5.0037E-05 -5.0941E-05  6.4638E-05  1.0501E-05 -1.8811E-04
      4201 -6.5250E-04 -1.5035E-06  1.4711E-04  6.1331E-04  1.4236E-04  1.2488E-03
      4202 -1.1789E-03  1.7870E-04  3.9762E-04  1.7457E-04  1.6796E-04  1.6889E-03
      4203 -1.2415E-03  2.9242E-04  4.6851E-04 -1.1907E-04  9.2609E-05  2.2317E-03
      4204 -5.2665E-04  1.7783E-04  1.6599E-04 -2.8093E-04  5.7649E-05  2.2044E-03
      4205 -2.8535E-04  9.1297E-05  1.0037E-04 -2.5122E-04  3.3757E-05  2.0800E-03
      4206  2.2218E-04 -6.3439E-05 -5.6626E-05 -2.0897E-04  2.7633E-05  1.8216E-03
      4207  5.2067E-04 -1.5144E-04 -1.3817E-04 -2.0506E-04  8.3327E-06  1.6082E-03
      4208  8.2789E-04 -2.4652E-04 -2.3629E-04 -1.5051E-04  1.0534E-05  1.2887E-03
      4209  1.1127E-03 -3.3304E-04 -3.1823E-04 -1.3652E-04 -1.8574E-06  9.5060E-04
      4210  1.1949E-03 -3.5928E-04 -3.4823E-04 -7.1749E-05 -2.5353E-06  5.9979E-04
      4211  1.4158E-03 -4.2803E-04 -4.1349E-04 -5.1949E-05 -9.8650E-06  2.0288E-04
      4212  1.2873E-03 -3.8938E-04 -3.7939E-04  1.0893E-05 -1.3444E-05 -1.1471E-04
      4213  1.4106E-03 -4.2932E-04 -4.1808E-04  3.2172E-05 -1.4463E-05 -4.8429E-04
      4214  1.1238E-03 -3.4174E-04 -3.3525E-04  8.0057E-05 -1.9540E-05 -7.0333E-04
      4215  1.1421E-03 -3.4951E-04 -3.4442E-04  9.7453E-05 -1.4254E-05 -9.5313E-04
      4216  7.8150E-04 -2.3904E-04 -2.3802E-04  1.1900E-04 -1.8595E-05 -1.0203E-03
      4217  7.1848E-04 -2.2078E-04 -2.2319E-04  1.2677E-04 -8.4803E-06 -1.0676E-03
      4218  3.8819E-04 -1.1992E-04 -1.2442E-04  1.1353E-04 -1.0391E-05 -9.5016E-04
      4219  3.0313E-04 -9.2250E-05 -1.0144E-04  1.0282E-04  1.3510E-06 -7.3929E-04
      4220  9.3738E-05 -2.8400E-05 -3.1819E-05  4.6800E-05  5.7745E-06 -4.5210E-04
      4221  7.0330E-05 -2.2918E-05 -2.8711E-05  6.2035E-05  9.9142E-06 -2.6691E-04
      5001 -4.6461E-03  9.2937E-04  1.1852E-03 -7.7534E-04 -1.6806E-04  1.5590E-03
      5002 -4.7678E-03  1.3503E-03  1.4026E-03 -8.2661E-05 -1.6786E-04  9.3567E-04
      5003 -2.6635E-03  7.7920E-04  7.9410E-04 -1.2037E-04 -4.1949E-05  1.2256E-03
      5004 -1.4664E-03  4.1289E-04  4.0722E-04 -3.0356E-05 -1.8383E-05  1.0562E-03
      5005  2.8888E-04 -9.0719E-05 -8.6904E-05 -1.1310E-04  4.9082E-08  1.1081E-03
      5006  1.6117E-03 -5.0203E-04 -5.0016E-04 -2.7302E-05 -7.9374E-06  8.7665E-04
      5007  2.7213E-03 -8.1771E-04 -8.0951E-04 -8.3096E-05  4.5258E-06  8.1746E-04
      5008  3.9182E-03 -1.1843E-03 -1.1757E-03 -1.9463E-05 -1.4117E-06  5.9644E-04
      5009  4.2998E-03 -1.2886E-03 -1.2782E-03 -4.5549E-05  5.7654E-06  4.3072E-04
      5010  5.1811E-03 -1.5528E-03 -1.5395E-03 -1.0943E-05  4.3699E-06  2.4560E-04
      5011  4.8568E-03 -1.4537E-03 -1.4432E-03 -5.0681E-06  5.7295E-06  1.2044E-05
      5012  5.2945E-03 -1.5779E-03 -1.5633E-03 -2.2039E-06  8.6433E-06 -1.0929E-04
      5013  4.4173E-03 -1.3208E-03 -1.3129E-03  3.0097E-05  4.4180E-06 -3.5167E-04
      5014  4.3887E-03 -1.3008E-03 -1.2892E-03  4.7968E-06  1.0288E-05 -3.9150E-04
      5015  3.2270E-03 -9.6408E-04 -9.6099E-04  5.1595E-05  2.0254E-06 -5.7350E-04
      5016  2.8338E-03 -8.3435E-04 -8.2968E-04  8.4094E-06  8.7183E-06 -5.2916E-04
      5017  1.7312E-03 -5.1718E-04 -5.2171E-04  5.2767E-05 -1.6302E-06 -5.8345E-04
      5018  1.1982E-03 -3.4973E-04 -3.5814E-04  6.3810E-06  2.6103E-06 -4.7233E-04
      5019  5.0971E-04 -1.5584E-04 -1.6028E-04  3.1811E-05 -7.6214E-06 -3.3254E-04
      5020  1.4829E-04 -4.9156E-05 -5.0716E-05  9.2054E-06 -1.4292E-05 -1.5238E-04
      5021  1.4829E-04 -4.9156E-05 -5.0716E-05  9.2054E-06 -1.4292E-05 -1.5238E-04
      5051 -4.5852E-03  7.1893E-04  1.0764E-03 -1.1217E-03 -1.6816E-04  1.8707E-03
      5052 -5.1200E-03  1.2041E-03  1.6318E-03 -2.3999E-04 -1.6023E-04  1.0974E-03
      5053 -3.0625E-03  9.0130E-04  9.2306E-04 -1.5037E-04 -4.9804E-05  1.2820E-03
      5054 -1.8607E-03  5.4487E-04  5.4527E-04 -8.8011E-05  1.1972E-05  9.5991E-04
      5055 -1.5205E-04  4.6385E-05  5.0848E-05 -1.4170E-04  2.7112E-06  1.1853E-03
      5056  1.2125E-03 -3.6885E-04 -3.6960E-04 -8.0442E-05  1.4278E-05  8.0029E-04
      5057  2.3223E-03 -6.9551E-04 -6.8744E-04 -1.0431E-04  6.5050E-06  8.9113E-04
      5058  3.5722E-03 -1.0711E-03 -1.0695E-03 -5.6221E-05  1.4133E-05  5.5316E-04
      5059  4.0061E-03 -1.2006E-03 -1.1912E-03 -5.7084E-05  6.2305E-06  4.9243E-04
      5060  4.9439E-03 -1.4778E-03 -1.4738E-03 -2.7661E-05  1.1142E-05  2.4098E-04
      5061  4.7109E-03 -1.4123E-03 -1.4032E-03 -6.0229E-06  4.7582E-06  5.2489E-05
      5062  5.1981E-03 -1.5507E-03 -1.5457E-03  1.6362E-06  6.3880E-06 -7.8612E-05
      5063  4.4269E-03 -1.3275E-03 -1.3207E-03  3.8531E-05  2.4613E-06 -3.3839E-04
      5064  4.4312E-03 -1.3198E-03 -1.3153E-03  2.5304E-05  6.7534E-07 -3.3701E-04
      5065  3.3581E-03 -1.0073E-03 -1.0048E-03  6.5990E-05 -2.0551E-07 -5.8828E-04
      5066  2.9749E-03 -8.8505E-04 -8.8288E-04  3.7507E-05 -4.7562E-06 -4.6925E-04
      5067  1.9089E-03 -5.7300E-04 -5.7623E-04  6.8229E-05 -3.0436E-06 -6.2049E-04
      5068  1.3613E-03 -4.0609E-04 -4.0964E-04  3.3815E-05 -9.2915E-06 -4.2792E-04
      5069  6.3018E-04 -1.9140E-04 -1.9680E-04  3.9346E-05 -5.3978E-06 -3.9259E-04
      5070  2.3235E-04 -7.9150E-05 -7.2263E-05  2.0636E-05 -1.4420E-05 -1.6509E-04
      5071  1.4829E-04 -4.9156E-05 -5.0716E-05  9.2054E-06 -1.4292E-05 -1.5238E-04
      5101 -3.3301E-03  5.7747E-04  8.5592E-04 -4.5263E-04 -9.3077E-05  1.6395E-03
      5102 -4.1842E-03  8.8184E-04  1.3828E-03 -3.3121E-04 -1.3686E-04  1.3428E-03
      5103 -2.4430E-03  6.3947E-04  7.6186E-04 -3.1326E-04 -6.0121E-05  1.4780E-03
      5104 -1.4425E-03  4.3042E-04  4.2091E-04 -3.4879E-04  1.1746E-05  1.1610E-03
      5105 -1.2206E-04  3.4616E-05  3.7617E-05 -2.8497E-04 -3.7096E-06  1.2698E-03
      5106  1.0335E-03 -3.0821E-04 -3.1412E-04 -2.9237E-04  1.3403E-05  9.5476E-04
      5107  1.8213E-03 -5.4574E-04 -5.4028E-04 -2.1358E-04  2.8689E-07  9.4673E-04
      5108  2.9257E-03 -8.7193E-04 -8.7362E-04 -1.9956E-04  1.1573E-05  6.5059E-04
      5109  3.1414E-03 -9.3996E-04 -9.3302E-04 -1.1741E-04  3.4512E-06  5.1464E-04
      5110  4.0146E-03 -1.1966E-03 -1.1932E-03 -8.4988E-05  8.0633E-06  2.7037E-04
      5111  3.6931E-03 -1.1045E-03 -1.0972E-03 -1.2717E-05  5.5507E-06  4.2131E-05
      5112  4.1993E-03 -1.2516E-03 -1.2447E-03  3.0513E-05  3.3527E-06 -1.1415E-04
      5113  3.4705E-03 -1.0376E-03 -1.0318E-03  7.9233E-05  6.1314E-06 -3.7366E-04
      5114  3.5622E-03 -1.0621E-03 -1.0541E-03  1.2187E-04 -1.5889E-06 -4.1989E-04
      5115  2.6357E-03 -7.8804E-04 -7.8555E-04  1.3669E-04  4.9515E-06 -6.3426E-04
      5116  2.3759E-03 -7.0980E-04 -7.0378E-04  1.6594E-04 -5.5753E-06 -5.6910E-04
      5117  1.5079E-03 -4.5175E-04 -4.5406E-04  1.4218E-04  1.7791E-06 -6.5838E-04
      5118  1.0752E-03 -3.2529E-04 -3.2454E-04  1.4620E-04 -8.0631E-06 -5.0403E-04
      5119  5.2003E-04 -1.5966E-04 -1.6113E-04  8.5321E-05 -3.9982E-06 -3.9579E-04
      5120  1.7936E-04 -6.5837E-05 -5.5141E-05  5.8157E-05 -1.2567E-05 -1.7688E-04
      5121  1.7160E-04 -6.1667E-05 -5.4035E-05  4.5919E-05 -1.2998E-05 -1.7075E-04
      5151 -3.4496E-03  4.7478E-04  8.8354E-04 -5.7544E-04  5.1221E-06  2.0511E-03
      5152 -4.2072E-03  8.3759E-04  1.4271E-03 -2.0126E-04 -5.7712E-05  1.0836E-03
      5153 -2.4786E-03  6.5642E-04  7.8773E-04 -3.9626E-04 -1.1008E-04  1.2463E-03
      5154 -1.5219E-03  4.3819E-04  4.4488E-04 -4.4847E-04 -8.9786E-05  9.4503E-04
      5155 -1.4609E-04  3.6318E-05  4.4930E-05 -3.9871E-04 -3.4145E-05  1.0825E-03
      5156  9.4481E-04 -2.9603E-04 -2.8604E-04 -3.6306E-04 -6.3548E-05  7.7685E-04
      5157  1.7805E-03 -5.3840E-04 -5.2873E-04 -3.0171E-04 -2.5994E-05  8.1501E-04
      5158  2.8319E-03 -8.5428E-04 -8.4261E-04 -2.4689E-04 -4.4694E-05  5.4614E-04
      5159  3.0973E-03 -9.2968E-04 -9.2100E-04 -1.7226E-04 -1.7507E-05  4.5459E-04
      5160  3.9353E-03 -1.1782E-03 -1.1656E-03 -1.0277E-04 -1.9694E-05  2.4897E-04
      5161  3.6559E-03 -1.0941E-03 -1.0874E-03 -2.8270E-05 -7.1655E-06  5.5762E-05
      5162  4.1481E-03 -1.2363E-03 -1.2255E-03  4.2273E-05  5.8644E-06 -5.8652E-05
      5163  3.4459E-03 -1.0289E-03 -1.0255E-03  1.0098E-04  3.2967E-06 -2.9973E-04
      5164  3.5443E-03 -1.0520E-03 -1.0458E-03  1.5670E-04  2.6655E-05 -3.1134E-04
      5165  2.6230E-03 -7.8136E-04 -7.8209E-04  1.8537E-04  1.1773E-05 -5.2854E-04
      5166  2.3854E-03 -7.0500E-04 -7.0574E-04  2.1139E-04  3.7476E-05 -4.4630E-04
      5167  1.4990E-03 -4.4558E-04 -4.5046E-04  2.0018E-04  1.6102E-05 -5.6069E-04
      5168  1.0947E-03 -3.2370E-04 -3.3123E-04  1.8480E-04  3.3831E-05 -4.1517E-04
      5169  5.0144E-04 -1.5262E-04 -1.5417E-04  1.2810E-04  1.3891E-05 -3.5005E-04
      5170  1.9135E-04 -6.3597E-05 -6.2056E-05  6.5940E-05  1.0795E-05 -1.4872E-04
      5171  1.2140E-04 -4.5726E-05 -4.0591E-05  7.0149E-05  7.9051E-06 -1.2301E-04
      5201 -2.0872E-03  2.9713E-04  5.9199E-04 -1.2543E-04  1.0282E-04  1.8338E-03
      5202 -3.2705E-03  5.7978E-04  1.2000E-03 -4.5025E-05  9.1865E-05  1.4846E-03
      5203 -1.9446E-03  4.5779E-04  6.5765E-04 -2.6520E-04  3.3031E-06  1.6651E-03
      5204 -1.2262E-03  3.4430E-04  3.9848E-04 -3.6926E-04 -1.0361E-05  1.4139E-03
      5205 -2.7801E-04  7.5904E-05  9.5233E-05 -3.2020E-04 -5.0323E-06  1.4425E-03
      5206  6.3219E-04 -2.0476E-04 -1.5999E-04 -3.0276E-04 -1.5846E-05  1.1505E-03
      5207  1.1362E-03 -3.4554E-04 -3.2688E-04 -2.4527E-04 -9.7590E-06  1.0765E-03
      5208  2.0676E-03 -6.2826E-04 -5.9446E-04 -2.1133E-04 -1.6527E-05  7.8300E-04
      5209  2.1265E-03 -6.4042E-04 -6.2457E-04 -1.4434E-04 -1.1647E-05  5.9115E-04
      5210  2.9218E-03 -8.7752E-04 -8.5790E-04 -9.4610E-05 -1.3138E-05  3.2365E-04
      5211  2.5841E-03 -7.7569E-04 -7.6452E-04 -3.0169E-05 -1.1013E-05  5.8804E-05
      5212  3.1105E-03 -9.2793E-04 -9.2449E-04  2.5581E-05 -7.4964E-06 -1.3941E-04
      5213  2.4913E-03 -7.4597E-04 -7.4140E-04  7.4284E-05 -7.9654E-06 -4.1100E-04
      5214  2.6841E-03 -7.9586E-04 -8.0764E-04  1.2342E-04 -5.2893E-07 -5.0605E-04
      5215  1.9477E-03 -5.8162E-04 -5.8445E-04  1.4499E-04 -2.6905E-06 -7.0733E-04
      5216  1.8333E-03 -5.3980E-04 -5.6235E-04  1.7479E-04  6.7565E-06 -6.8284E-04
      5217  1.1660E-03 -3.4702E-04 -3.5617E-04  1.6134E-04  3.8308E-06 -7.3728E-04
      5218  8.7159E-04 -2.5513E-04 -2.7987E-04  1.6060E-04  1.1618E-05 -5.9756E-04
      5219  4.4109E-04 -1.3166E-04 -1.3971E-04  1.0574E-04  1.0279E-05 -4.5020E-04
      5220  1.6581E-04 -5.2193E-05 -5.6116E-05  6.1883E-05  1.1799E-05 -2.2067E-04
      5221  1.5101E-04 -5.0037E-05 -5.0941E-05  6.4638E-05  1.0501E-05 -1.8811E-04
 #### STRESS
     NODE     S11         S22         S33         S12         S23         S13        MISES
  -------+-----------+-----------+-----------+-----------+-----------+-----------+-------------
      1001  1.5678E+01  2.9185E+00  2.4119E+00  5.5900E-02  5.8011E-03  2.7970E+00  1.3893E+01
      1002  1.2626E+01  1.7598E+00  1.3508E+00  6.9094E-01 -3.0726E-01  2.0472E+00  1.1703E+01
      1003  7.5494E+00  5.0219E-01  4.3199E-01 -3.5052E-01 -1.5769E-01  2.4521E+00  8.2852E+00
      1004  5.4498E+00  1.1964E-01  2.6850E-01 -6.0289E-01 -6.8410E-02  2.1761E+00  6.5536E+00
      1005  1.2798E+00  3.6951E-02  3.5245E-02 -5.1149E-01 -1.2993E-02  2.3651E+00  4.3719E+00
      1006 -2.0387E+00 -6.9262E-02  1.1926E-02 -4.8438E-01 -1.2512E-02  1.8960E+00  3.9414E+00
      1007 -4.4403E+00 -2.8505E-02 -2.9607E-02 -4.0160E-01  8.8929E-03  1.9364E+00  5.5849E+00
      1008 -7.9488E+00 -6.9247E-02 -1.2756E-02 -3.4281E-01 -1.5527E-03  1.3832E+00  8.2842E+00
      1009 -8.4600E+00 -2.8009E-02 -4.5077E-02 -2.4549E-01  1.3690E-02  1.2621E+00  8.7129E+00
      1010 -1.1568E+01 -6.3103E-02 -5.3770E-02 -1.5941E-01  7.4179E-03  6.9832E-01  1.1576E+01
      1011 -1.0351E+01 -2.5164E-02 -5.7688E-02 -6.4933E-02  1.5729E-02  4.5096E-01  1.0340E+01
      1012 -1.2524E+01 -4.6319E-02 -8.2253E-02  3.2751E-02  1.4366E-02 -3.3023E-02  1.2460E+01
      1013 -1.0030E+01 -1.7714E-02 -5.7956E-02  1.0541E-01  1.4529E-02 -3.4154E-01  1.0011E+01
      1014 -1.0974E+01 -2.1722E-02 -8.9546E-02  1.9304E-01  1.7299E-02 -6.5832E-01  1.0983E+01
      1015 -7.8822E+00 -6.7183E-03 -4.3741E-02  2.2700E-01  9.8704E-03 -9.4035E-01  8.0337E+00
      1016 -7.6406E+00  6.3757E-03 -7.0872E-02  2.8203E-01  1.5236E-02 -1.0267E+00  7.8290E+00
      1017 -4.7465E+00  7.0168E-03 -1.5797E-02  2.6585E-01  2.0472E-03 -1.1866E+00  5.1888E+00
      1018 -3.7390E+00  3.5897E-02 -2.5619E-02  2.6876E-01  6.7382E-03 -1.0172E+00  4.1645E+00
      1019 -1.8354E+00  2.1930E-02  1.7985E-02  1.9703E-01 -7.5893E-03 -9.5546E-01  2.5095E+00
      1020 -8.7295E-01  6.0630E-02  3.8063E-02  1.2913E-01 -5.2466E-03 -5.3554E-01  1.3272E+00
      1021 -4.5069E-01  3.2450E-02  8.4091E-02  8.9415E-02 -2.0668E-02 -5.4453E-01  1.0844E+00
      1051  2.1783E+01  5.2358E+00  4.5341E+00 -1.2142E+00  6.3192E-01  4.2966E+00  1.8626E+01
      1052  1.8640E+01  3.3828E+00  2.5304E+00 -5.7109E-01  1.9426E-01  3.3425E+00  1.6766E+01
      1053  1.1596E+01  6.1473E-01  2.9510E-01 -5.1175E-01 -3.7220E-02  2.2875E+00  1.1861E+01
      1054  7.4412E+00 -1.8019E-01 -1.3448E-01 -6.8273E-01 -2.5456E-03  1.3965E+00  8.0616E+00
      1055  2.4968E+00 -4.4477E-02 -7.3665E-02 -6.3943E-01 -1.4817E-02  1.7453E+00  4.1108E+00
      1056 -2.5081E+00 -1.4868E-01 -1.7537E-01 -6.1292E-01 -1.0439E-01  1.2109E+00  3.3262E+00
      1057 -5.6411E+00 -6.9292E-02 -7.6188E-02 -5.2152E-01 -2.8108E-02  1.4298E+00  6.1610E+00
      1058 -1.0480E+01 -1.5829E-01 -1.9866E-01 -4.4138E-01 -7.0359E-02  8.5390E-01  1.0436E+01
      1059 -1.1520E+01 -6.3173E-02 -7.9941E-02 -3.2768E-01 -1.4974E-02  9.1987E-01  1.1573E+01
      1060 -1.5400E+01 -1.2557E-01 -1.7124E-01 -2.1953E-01 -3.5010E-02  3.9726E-01  1.5272E+01
      1061 -1.4449E+01 -4.6844E-02 -7.0260E-02 -9.9670E-02  5.6850E-04  3.1274E-01  1.4402E+01
      1062 -1.6763E+01 -7.4239E-02 -1.1892E-01  1.8446E-02  4.4027E-03 -7.9021E-02  1.6667E+01
      1063 -1.4249E+01 -2.2860E-02 -4.8190E-02  1.1920E-01  1.4267E-02 -2.7639E-01  1.4223E+01
      1064 -1.4754E+01 -1.2911E-02 -4.7736E-02  2.2168E-01  3.7507E-02 -4.7360E-01  1.4752E+01
      1065 -1.1396E+01  4.3282E-03 -1.6629E-02  2.7969E-01  2.2475E-02 -7.1675E-01  1.1467E+01
      1066 -1.0318E+01  4.6307E-02  2.9332E-02  3.4090E-01  5.6311E-02 -6.8933E-01  1.0441E+01
      1067 -7.0080E+00  3.0268E-02  1.9173E-02  3.3778E-01  2.2541E-02 -8.9119E-01  7.2239E+00
      1068 -5.0587E+00  9.4527E-02  9.7884E-02  3.3660E-01  5.3391E-02 -6.5112E-01  5.3098E+00
      1069 -2.7390E+00  5.1830E-02  4.8027E-02  2.6370E-01  1.4528E-02 -7.0583E-01  3.0793E+00
      1070 -1.1322E+00  1.1601E-01  1.4038E-01  1.7861E-01  2.8616E-02 -2.9021E-01  1.3928E+00
      1071 -5.7595E-01  5.2597E-02  1.1245E-01  1.1824E-01 -3.1576E-04 -3.1961E-01  8.8581E-01
      1101  2.0412E+01  4.0094E+00  3.6006E+00 -8.9667E-01  3.3237E-01  2.9410E+00  1.7454E+01
      1102  1.8259E+01  3.2547E+00  2.9020E+00 -3.1771E-01  1.7215E-01  2.6843E+00  1.5892E+01
      1103  1.2070E+01  1.0569E+00  9.1595E-01 -4.5562E-01  1.1979E-01  2.4624E+00  1.1905E+01
      1104  8.0493E+00 -1.3274E-02 -5.1860E-02 -5.5541E-01  2.2099E-02  1.7166E+00  8.6651E+00
      1105  2.7997E+00 -1.0412E-02 -5.6280E-02 -4.7200E-01 -2.0380E-03  2.0614E+00  4.6308E+00
      1106 -2.1615E+00 -8.3536E-02 -1.2863E-01 -4.8540E-01  1.3713E-02  1.5617E+00  3.5001E+00
      1107 -5.4971E+00 -4.8814E-02 -7.0202E-02 -3.8985E-01 -1.3391E-02  1.7146E+00  6.2324E+00
      1108 -1.0351E+01 -1.0196E-01 -1.5273E-01 -3.5195E-01  5.4487E-03  1.1319E+00  1.0428E+01
      1109 -1.1514E+01 -5.4604E-02 -8.4433E-02 -2.5266E-01 -1.4190E-02  1.1225E+00  1.1617E+01
      1110 -1.5478E+01 -9.7387E-02 -1.3721E-01 -1.7256E-01 -2.7450E-03  5.6938E-01  1.5396E+01
      1111 -1.4557E+01 -4.9831E-02 -7.9606E-02 -8.6739E-02 -1.2083E-02  4.1058E-01  1.4510E+01
      1112 -1.7007E+01 -7.5689E-02 -1.0075E-01  1.8054E-02 -9.0590E-03 -3.0578E-02  1.6918E+01
      1113 -1.4437E+01 -3.5709E-02 -6.0639E-02  7.5055E-02 -7.6310E-03 -2.8731E-01  1.4398E+01
      1114 -1.5095E+01 -3.9497E-02 -4.7183E-02  1.7977E-01 -1.2525E-02 -5.4192E-01  1.5084E+01
      1115 -1.1625E+01 -1.4239E-02 -2.9354E-02  1.9680E-01 -1.7312E-03 -8.1720E-01  1.1694E+01
      1116 -1.0675E+01  5.1075E-03  1.4175E-02  2.7315E-01 -1.1852E-02 -8.4118E-01  1.0794E+01
      1117 -7.2452E+00  1.1690E-02  9.6787E-03  2.4594E-01  4.7543E-03 -1.0397E+00  7.4881E+00
      1118 -5.3550E+00  5.2782E-02  7.2239E-02  2.6745E-01 -6.3555E-03 -8.3135E-01  5.6248E+00
      1119 -2.9595E+00  3.7642E-02  4.5613E-02  2.0126E-01  1.0225E-02 -8.4376E-01  3.3563E+00
      1120 -1.2741E+00  9.3867E-02  1.1478E-01  1.4970E-01  4.4149E-03 -4.2615E-01  1.5851E+00
      1121 -7.3124E-01  6.2382E-02  1.1540E-01  1.1107E-01  1.2657E-02 -4.4909E-01  1.1477E+00
      1151  2.6874E+01  6.2734E+00  5.6963E+00 -2.6335E+00  8.1302E-01  3.7113E+00  2.2376E+01
      1152  2.2989E+01  3.8809E+00  3.2049E+00 -1.6704E+00  4.2629E-01  2.9625E+00  2.0341E+01
      1153  1.5009E+01  5.5298E-01  4.8738E-01 -5.0924E-01  1.1689E-01  2.0950E+00  1.4964E+01
      1154  9.4070E+00 -2.1306E-01 -1.8358E-01 -1.1012E-01  3.8783E-03  1.3029E+00  9.8688E+00
      1155  3.3703E+00 -5.9672E-04 -4.3774E-02 -2.2346E-01  1.8014E-02  1.8876E+00  4.7276E+00
      1156 -2.9646E+00 -1.1769E-01 -1.4146E-01 -1.3153E-01  1.2059E-02  1.2746E+00  3.6005E+00
      1157 -7.1125E+00 -1.3439E-02 -3.0613E-02 -1.9599E-01  9.4280E-04  1.5707E+00  7.6020E+00
      1158 -1.2995E+01 -1.2776E-01 -1.5472E-01 -9.1663E-02 -5.1842E-04  9.0806E-01  1.2951E+01
      1159 -1.4734E+01 -2.3135E-02 -5.0195E-02 -1.2726E-01 -4.1848E-03  1.0166E+00  1.4804E+01
      1160 -1.9219E+01 -1.0656E-01 -1.3214E-01 -3.9451E-02 -7.8587E-03  4.4199E-01  1.9115E+01
      1161 -1.8566E+01 -2.7631E-02 -5.7862E-02 -4.3207E-02 -7.2780E-03  3.5598E-01  1.8534E+01
      1162 -2.0990E+01 -6.8306E-02 -8.7596E-02  1.4350E-02 -1.3641E-02 -4.9256E-02  2.0912E+01
